"region","area","suburb","postcode","route","current classification: core/greater","expected response wording","actual response wording","current displayed minutes: 60/90","possible 60-minute candidate yes/no","reason","recommended classification","needs owner approval yes/no"
"Wollongong & Illawarra","Wollongong","Towradgi","2518","/service-areas/wollongong-and-illawarra/wollongong/towradgi/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Towradgi, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for coastal storm faults, power loss and tripping circuits, hot isolators and water-affected fittings in Towradgi, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Wollongong & Illawarra","Wollongong","Unanderra","2526","/service-areas/wollongong-and-illawarra/wollongong/unanderra/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for coastal storm faults, power loss and tripping circuits, hot isolators and water-affected fittings in Unanderra, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Wollongong & Illawarra","Wollongong","Warrawong","2502","/service-areas/wollongong-and-illawarra/wollongong/warrawong/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Warrawong, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for coastal storm faults, power loss and tripping circuits, hot isolators and water-affected fittings in Warrawong, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Wollongong & Illawarra","Wollongong","West Wollongong","2500","/service-areas/wollongong-and-illawarra/wollongong/west-wollongong/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for coastal storm faults, power loss and tripping circuits, hot isolators and water-affected fittings in West Wollongong, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Wollongong & Illawarra","Wollongong","Windang","2528","/service-areas/wollongong-and-illawarra/wollongong/windang/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Windang, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for coastal storm faults, power loss and tripping circuits, hot isolators and water-affected fittings in Windang, with 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Wollongong & Illawarra","Wollongong","Wollongong","2500","/service-areas/wollongong-and-illawarra/wollongong/wollongong/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for coastal storm faults, power loss and tripping circuits, hot isolators and water-affected fittings in Wollongong, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Wollongong & Illawarra","Wollongong","Wombarra","2515","/service-areas/wollongong-and-illawarra/wollongong/wombarra/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for coastal storm faults, power loss and tripping circuits, hot isolators and water-affected fittings in Wombarra, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Wollongong & Illawarra","Wollongong","Wongawilli","2530","/service-areas/wollongong-and-illawarra/wollongong/wongawilli/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for coastal storm faults, power loss and tripping circuits, hot isolators and water-affected fittings in Wongawilli, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Wollongong & Illawarra","Wollongong","Woonona","2517","/service-areas/wollongong-and-illawarra/wollongong/woonona/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for coastal storm faults, power loss and tripping circuits, hot isolators and water-affected fittings in Woonona, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Wollongong & Illawarra","Wollongong","Yallah","2530","/service-areas/wollongong-and-illawarra/wollongong/yallah/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for coastal storm faults, power loss and tripping circuits, hot isolators and water-affected fittings in Yallah, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Alpine","2575","/service-areas/southern-highlands/wingecarribee/alpine/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Alpine, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Avoca","2577","/service-areas/southern-highlands/wingecarribee/avoca/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Avoca, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Aylmerton","2575","/service-areas/southern-highlands/wingecarribee/aylmerton/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Aylmerton, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Balaclava","2575","/service-areas/southern-highlands/wingecarribee/balaclava/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Balaclava, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Balmoral","2571","/service-areas/southern-highlands/wingecarribee/balmoral/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Balmoral, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Bargo","2574","/service-areas/southern-highlands/wingecarribee/bargo/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Bargo, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Bargo, with 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Berrima","2577","/service-areas/southern-highlands/wingecarribee/berrima/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Berrima, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Bowral","2576","/service-areas/southern-highlands/wingecarribee/bowral/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Bowral, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Bowral, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Braemar","2575","/service-areas/southern-highlands/wingecarribee/braemar/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Braemar, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Burradoo","2576","/service-areas/southern-highlands/wingecarribee/burradoo/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Burradoo, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Burrawang","2577","/service-areas/southern-highlands/wingecarribee/burrawang/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Burrawang, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Burrawang, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Buxton","2571","/service-areas/southern-highlands/wingecarribee/buxton/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Buxton, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Buxton, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Colo Vale","2575","/service-areas/southern-highlands/wingecarribee/colo-vale/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Colo Vale, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","East Kangaloon","2576","/service-areas/southern-highlands/wingecarribee/east-kangaloon/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in East Kangaloon, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Exeter","2579","/service-areas/southern-highlands/wingecarribee/exeter/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Exeter, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Exeter, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Glenquarry","2576","/service-areas/southern-highlands/wingecarribee/glenquarry/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Glenquarry, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Hill Top","2575","/service-areas/southern-highlands/wingecarribee/hill-top/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Hill Top, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Hill Top, with 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Kangaloon","2576","/service-areas/southern-highlands/wingecarribee/kangaloon/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Kangaloon, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Medway","2577","/service-areas/southern-highlands/wingecarribee/medway/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Medway, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Mittagong","2575","/service-areas/southern-highlands/wingecarribee/mittagong/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Mittagong, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Mittagong, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Moss Vale","2577","/service-areas/southern-highlands/wingecarribee/moss-vale/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Moss Vale, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Moss Vale, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","New Berrima","2577","/service-areas/southern-highlands/wingecarribee/new-berrima/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in New Berrima, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Renwick","2575","/service-areas/southern-highlands/wingecarribee/renwick/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Renwick, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Sutton Forest","2577","/service-areas/southern-highlands/wingecarribee/sutton-forest/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Sutton Forest, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Welby","2575","/service-areas/southern-highlands/wingecarribee/welby/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Welby, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Welby, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Willow Vale","2575","/service-areas/southern-highlands/wingecarribee/willow-vale/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Willow Vale, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Woodlands","2575","/service-areas/southern-highlands/wingecarribee/woodlands/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Woodlands, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Woodlands, with 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Southern Highlands","Wingecarribee","Yerrinbool","2575","/service-areas/southern-highlands/wingecarribee/yerrinbool/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Yerrinbool, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Alison","2259","/service-areas/central-coast-south/central-coast/alison/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Alison, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Bar Point","2083","/service-areas/central-coast-south/central-coast/bar-point/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Bar Point, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Bar Point, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Blackwall","2256","/service-areas/central-coast-south/central-coast/blackwall/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Blackwall, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Blackwall, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Calga","2250","/service-areas/central-coast-south/central-coast/calga/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Calga, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Central Mangrove","2250","/service-areas/central-coast-south/central-coast/central-mangrove/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Central Mangrove, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Central Mangrove, with 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Cheero Point","2083","/service-areas/central-coast-south/central-coast/cheero-point/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Cheero Point, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Cogra Bay","2083","/service-areas/central-coast-south/central-coast/cogra-bay/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Cogra Bay, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","East Gosford","2250","/service-areas/central-coast-south/central-coast/east-gosford/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For East Gosford, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in East Gosford, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Erina","2250","/service-areas/central-coast-south/central-coast/erina/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Erina, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Gosford","2250","/service-areas/central-coast-south/central-coast/gosford/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Gosford, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Green Point","2251","/service-areas/central-coast-south/central-coast/green-point/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Green Point, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Horsfield Bay","2256","/service-areas/central-coast-south/central-coast/horsfield-bay/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Horsfield Bay, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Kangy Angy","2258","/service-areas/central-coast-south/central-coast/kangy-angy/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Kangy Angy, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Kariong","2250","/service-areas/central-coast-south/central-coast/kariong/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Kariong, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Koolewong","2256","/service-areas/central-coast-south/central-coast/koolewong/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Koolewong, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Koolewong, with 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Mardi","2259","/service-areas/central-coast-south/central-coast/mardi/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Mardi, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Mardi, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Marlow","2775","/service-areas/central-coast-south/central-coast/marlow/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Marlow, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Mooney Mooney","2083","/service-areas/central-coast-south/central-coast/mooney-mooney/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Mooney Mooney, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Mooney Mooney Creek","2250","/service-areas/central-coast-south/central-coast/mooney-mooney-creek/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Mooney Mooney Creek, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Mount White","2250","/service-areas/central-coast-south/central-coast/mount-white/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Mount White, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Narara","2250","/service-areas/central-coast-south/central-coast/narara/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Narara, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Narara, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Niagara Park","2250","/service-areas/central-coast-south/central-coast/niagara-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Niagara Park, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Niagara Park, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","North Gosford","2250","/service-areas/central-coast-south/central-coast/north-gosford/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in North Gosford, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Central Coast South","Central Coast","Palmdale","2258","/service-areas/central-coast-south/central-coast/palmdale/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm faults, water-affected fittings, loss of power and hot outlets and repeated safety switch tripping in Palmdale, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
